index	Ontology	GO id	GO term	value	pval	qval
342	MF	GO:0045296	cadherin binding	294	0.2773252277011114	1.0
343	BP	GO:0051480	regulation of cytosolic calcium ion concentration	298	0.2805522804992485	1.0
344	MF	GO:0005216	ion channel activity	300	0.2821608138977385	1.0
345	BP	GO:0032501	multicellular organismal process	2304	0.29340509315319796	1.0
346	MF	GO:0033218	amide binding	320	0.29806456620014943	1.0
347	MF	GO:0015267	channel activity	325	0.30198935668960347	1.0
348	MF	GO:0022803	passive transmembrane transporter activity	326	0.3027718798323281	1.0
349	BP	GO:0048856	anatomical structure development	2378	0.3063537287372411	1.0
350	BP	GO:0048513	animal organ development	1023	0.3084010507020576	1.0
351	BP	GO:0042391	regulation of membrane potential	334	0.3090029746253602	1.0
352	BP	GO:0019221	cytokine-mediated signaling pathway	337	0.31132635263357505	1.0
353	BP	GO:0033674	positive regulation of kinase activity	344	0.316719553045677	1.0
354	BP	GO:0032270	positive regulation of cellular protein metabolic process	1046	0.3180281965242183	1.0
355	CC	GO:0098796	membrane protein complex	1053	0.32095599672480984	1.0
356	BP	GO:0051234	establishment of localization	2704	0.3211571478063455	1.0
357	CC	GO:0031090	organelle membrane	2641	0.3212082477659067	1.0
358	BP	GO:0019538	protein metabolic process	2753	0.32182156484498836	1.0
359	BP	GO:0006810	transport	2584	0.3221545609426015	1.0
360	MF	GO:0046872	metal ion binding	2821	0.3237347419802836	1.0
361	CC	GO:0005925	focal adhesion	362	0.33040927566332495	1.0
362	CC	GO:0030055	cell-substrate junction	367	0.33416678993226695	1.0
363	BP	GO:0006874	cellular calcium ion homeostasis	375	0.3401383488836848	1.0
364	BP	GO:0034765	regulation of ion transmembrane transport	380	0.34384542748035574	1.0
365	MF	GO:0022890	inorganic cation transmembrane transporter activity	382	0.34532286867768347	1.0
366	BP	GO:0072503	cellular divalent inorganic cation homeostasis	386	0.34826854291691617	1.0
367	BP	GO:0055074	calcium ion homeostasis	389	0.350469764484371	1.0
368	CC	GO:0005615	extracellular space	1131	0.35346200846936654	1.0
369	BP	GO:0051247	positive regulation of protein metabolic process	1132	0.35387690837924746	1.0
370	CC	GO:0005911	cell-cell junction	395	0.3548516337143726	1.0
371	MF	GO:0008324	cation transmembrane transporter activity	396	0.3555792867389873	1.0
372	BP	GO:0072507	divalent inorganic cation homeostasis	406	0.3628142657366259	1.0
373	BP	GO:0042592	homeostatic process	1164	0.36712194070660065	1.0
374	BP	GO:0051347	positive regulation of transferase activity	416	0.36997420028829336	1.0
375	BP	GO:0065007	biological regulation	8470	0.3705692937191632	1.0
376	BP	GO:0030001	metal ion transport	418	0.3713972448191242	1.0
377	BP	GO:0044057	regulation of system process	424	0.3756485960430155	1.0
378	BP	GO:0044093	positive regulation of molecular function	1196	0.38029784799121297	1.0
379	MF	GO:0003723	RNA binding	1313	0.38461728402739276	1.0
380	BP	GO:0044281	small molecule metabolic process	1316	0.3846287839843087	1.0
381	BP	GO:1901575	organic substance catabolic process	1295	0.3846361843370359	1.0
382	CC	GO:1902494	catalytic complex	1328	0.3847160827547688	1.0
383	BP	GO:1902680	positive regulation of RNA biosynthetic process	1282	0.3847448418939733	1.0
384	BP	GO:0009987	cellular process	10590	0.3847481563487664	1.0
385	MF	GO:0005102	signaling receptor binding	1207	0.3848091737158816	1.0
386	BP	GO:0045893	positive regulation of transcription, DNA-templated	1276	0.38482226694425004	1.0
387	BP	GO:1903508	positive regulation of nucleic acid-templated transcription	1276	0.38482226694425004	1.0
388	BP	GO:0033554	cellular response to stress	1272	0.38488354153738524	1.0
389	BP	GO:0044248	cellular catabolic process	1265	0.38500948848440736	1.0
390	BP	GO:0051254	positive regulation of RNA metabolic process	1358	0.38521812924687926	1.0
391	BP	GO:0071702	organic substance transport	1373	0.38561761973066344	1.0
392	BP	GO:0043067	regulation of programmed cell death	1233	0.38589374441765967	1.0
393	BP	GO:1902531	regulation of intracellular signal transduction	1402	0.3866619535624065	1.0
394	MF	GO:0030554	adenyl nucleotide binding	1214	0.3866637234050603	1.0
395	MF	GO:0035639	purine ribonucleoside triphosphate binding	1435	0.38827215944503746	1.0
396	BP	GO:0070887	cellular response to chemical stimulus	1455	0.3894587927971172	1.0
397	BP	GO:0010557	positive regulation of macromolecule biosynthetic process	1459	0.38971472122557926	1.0
398	MF	GO:0015318	inorganic molecular entity transmembrane transporter activity	445	0.3903202032673567	1.0
399	BP	GO:0010942	positive regulation of cell death	446	0.39101084786107615	1.0
400	MF	GO:0032555	purine ribonucleotide binding	1483	0.3913776745413721	1.0
401	BP	GO:0002376	immune system process	1486	0.39160067910482893	1.0
402	MF	GO:0017076	purine nucleotide binding	1494	0.3922115344116728	1.0
403	BP	GO:0009056	catabolic process	1498	0.3925257235307842	1.0
404	MF	GO:0032553	ribonucleotide binding	1498	0.3925257235307842	1.0
405	BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1514	0.3938401207618911	1.0
406	BP	GO:0009605	response to external stimulus	1519	0.3942695590169026	1.0
407	BP	GO:0034762	regulation of transmembrane transport	453	0.39582517595369865	1.0
408	CC	GO:0005829	cytosol	4369	0.3966965616782221	1.0
409	BP	GO:0031328	positive regulation of cellular biosynthetic process	1554	0.3975181747258547	1.0
410	CC	GO:0098588	bounding membrane of organelle	1567	0.3988301374308193	1.0
411	MF	GO:0098772	molecular function regulator	1567	0.3988301374308193	1.0
412	BP	GO:0006875	cellular metal ion homeostasis	461	0.4012842342925853	1.0
413	BP	GO:0007166	cell surface receptor signaling pathway	1596	0.4019546592641686	1.0
414	BP	GO:0098662	inorganic cation transmembrane transport	477	0.4120660106091106	1.0
415	BP	GO:0051345	positive regulation of hydrolase activity	478	0.41273388389310944	1.0
416	BP	GO:0045859	regulation of protein kinase activity	487	0.41871330690271347	1.0
417	BP	GO:0061024	membrane organization	495	0.423981118803774	1.0
418	MF	GO:0015075	ion transmembrane transporter activity	495	0.423981118803774	1.0
419	BP	GO:0098655	cation transmembrane transport	498	0.42594516121521514	1.0
420	BP	GO:0055065	metal ion homeostasis	505	0.4305039117101254	1.0
421	BP	GO:0030003	cellular cation homeostasis	509	0.433093884503069	1.0
422	BP	GO:0007167	enzyme linked receptor protein signaling pathway	510	0.43373967660799884	1.0
423	BP	GO:0030162	regulation of proteolysis	515	0.4369584633305016	1.0
424	BP	GO:0006873	cellular ion homeostasis	520	0.4401603535747146	1.0
425	BP	GO:0022607	cellular component assembly	1859	0.4409270195090144	1.0
426	BP	GO:0098660	inorganic ion transmembrane transport	523	0.4420734112637461	1.0
427	MF	GO:0016788	hydrolase activity, acting on ester bonds	526	0.4439804330174214	1.0
428	BP	GO:0043269	regulation of ion transport	537	0.45092148702931434	1.0
429	BP	GO:0051129	negative regulation of cellular component organization	537	0.45092148702931434	1.0
430	CC	GO:0005768	endosome	545	0.4559191920705375	1.0
431	BP	GO:0055080	cation homeostasis	556	0.4627224930335352	1.0
432	BP	GO:0098771	inorganic ion homeostasis	563	0.46701088873162433	1.0
433	BP	GO:0043549	regulation of kinase activity	563	0.46701088873162433	1.0
434	BP	GO:0008285	negative regulation of cell population proliferation	567	0.4694471922397981	1.0
435	MF	GO:0008270	zinc ion binding	577	0.4754930483291926	1.0
436	BP	GO:0001934	positive regulation of protein phosphorylation	579	0.476694561658903	1.0
437	BP	GO:0055082	cellular chemical homeostasis	590	0.4832575948608658	1.0
438	BP	GO:0032879	regulation of localization	2229	0.4840638724748032	1.0
439	CC	GO:0043228	non-membrane-bounded organelle	2168	0.48504023343364744	1.0
440	CC	GO:0043232	intracellular non-membrane-bounded organelle	2167	0.48506494419807344	1.0
441	BP	GO:0044267	cellular protein metabolic process	2142	0.4857754418159103	1.0
442	BP	GO:0050801	ion homeostasis	598	0.48798289530883565	1.0
443	BP	GO:0006812	cation transport	610	0.4949961034067253	1.0
444	BP	GO:0034220	ion transmembrane transport	615	0.4978920158186446	1.0
445	MF	GO:0022857	transmembrane transporter activity	625	0.5036379077967639	1.0
446	BP	GO:0042327	positive regulation of phosphorylation	631	0.507056245673545	1.0
447	MF	GO:0019900	kinase binding	635	0.5093230508584852	1.0
448	BP	GO:0051338	regulation of transferase activity	660	0.5232739862981896	1.0
449	CC	GO:0005856	cytoskeleton	667	0.5271141064977546	1.0
450	BP	GO:0019725	cellular homeostasis	669	0.5282060273817213	1.0
451	MF	GO:0005215	transporter activity	682	0.5352469765140815	1.0
452	BP	GO:0048583	regulation of response to stimulus	3053	0.5358830683966107	1.0
453	BP	GO:0050877	nervous system process	685	0.5368579757009216	1.0
454	BP	GO:0010562	positive regulation of phosphorus metabolic process	696	0.5427209742797835	1.0
455	BP	GO:0045937	positive regulation of phosphate metabolic process	696	0.5427209742797835	1.0
456	BP	GO:0050776	regulation of immune response	724	0.5573372267021065	1.0
457	BP	GO:0048519	negative regulation of biological process	3865	0.5670072824826464	1.0
458	BP	GO:0055085	transmembrane transport	757	0.5740094195516523	1.0
459	BP	GO:0031401	positive regulation of protein modification process	759	0.5750009818935471	1.0
460	BP	GO:0051336	regulation of hydrolase activity	767	0.5789459645674978	1.0
461	MF	GO:0046914	transition metal ion binding	783	0.5867347179779495	1.0
462	BP	GO:0006811	ion transport	797	0.593440552122791	1.0
463	CC	GO:0005789	endoplasmic reticulum membrane	818	0.6033111724778967	1.0
464	BP	GO:0010628	positive regulation of gene expression	917	0.6170944929539828	1.0
465	MF	GO:0001067	transcription regulatory region nucleic acid binding	914	0.617096090886928	1.0
466	MF	GO:0000976	transcription cis-regulatory region binding	912	0.6170996360753305	1.0
467	BP	GO:0006629	lipid metabolic process	922	0.6171016834608698	1.0
468	BP	GO:0016192	vesicle-mediated transport	911	0.6171021556147702	1.0
469	BP	GO:0045892	negative regulation of transcription, DNA-templated	927	0.6171210846346525	1.0
470	BP	GO:1903507	negative regulation of nucleic acid-templated transcription	928	0.6171264193878034	1.0
471	BP	GO:0006508	proteolysis	929	0.6171322367069941	1.0
472	BP	GO:1902679	negative regulation of RNA biosynthetic process	930	0.6171385356205629	1.0
473	CC	GO:0012506	vesicle membrane	902	0.6171474192597741	1.0
474	BP	GO:0045944	positive regulation of transcription by RNA polymerase II	937	0.6171960313171688	1.0
475	BP	GO:0015031	protein transport	938	0.6172061481650646	1.0
476	BP	GO:0009628	response to abiotic stimulus	895	0.6172110519523457	1.0
477	CC	GO:0030659	cytoplasmic vesicle membrane	891	0.6172587296970047	1.0
478	BP	GO:0051726	regulation of cell cycle	889	0.6172856812769354	1.0
479	MF	GO:1990837	sequence-specific double-stranded DNA binding	955	0.6174497115842232	1.0
480	BP	GO:0007186	G protein-coupled receptor signaling pathway	878	0.6174714239166126	1.0
481	BP	GO:0009059	macromolecule biosynthetic process	959	0.6175263775367967	1.0
482	BP	GO:0009719	response to endogenous stimulus	875	0.6175332133484784	1.0
483	BP	GO:1901362	organic cyclic compound biosynthetic process	962	0.6175886373627715	1.0
484	BP	GO:0034645	cellular macromolecule biosynthetic process	868	0.6176961977446396	1.0
485	BP	GO:0040011	locomotion	866	0.6177476391109288	1.0
486	BP	GO:0019438	aromatic compound biosynthetic process	857	0.6180062483486786	1.0
487	MF	GO:0046983	protein dimerization activity	857	0.6180062483486786	1.0
488	BP	GO:0051270	regulation of cellular component movement	855	0.6180697951420719	1.0
489	MF	GO:0030234	enzyme regulator activity	986	0.6182305153273299	1.0
490	BP	GO:0006955	immune response	997	0.6186079264551433	1.0
491	BP	GO:0044419	biological process involved in interspecies interaction between organisms	999	0.6186820225969019	1.0
492	BP	GO:0043207	response to external biotic stimulus	999	0.6186820225969019	1.0
493	BP	GO:0045184	establishment of protein localization	1010	0.6191191641170399	1.0
494	BP	GO:0051253	negative regulation of RNA metabolic process	1016	0.6193784451761075	1.0
495	BP	GO:0006952	defense response	1017	0.6194230706819721	1.0
496	MF	GO:0044877	protein-containing complex binding	1025	0.6197944433973289	1.0
497	CC	GO:0005739	mitochondrion	1029	0.6199896200681093	1.0
498	BP	GO:0009607	response to biotic stimulus	1033	0.6201910511873587	1.0
499	MF	GO:0003690	double-stranded DNA binding	1033	0.6201910511873587	1.0
500	MF	GO:0043565	sequence-specific DNA binding	1034	0.6202423798970829	1.0
501	BP	GO:0022414	reproductive process	1061	0.6217717007359307	1.0
502	BP	GO:0046907	intracellular transport	1075	0.622670301031489	1.0
503	BP	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	1091	0.6237819339229926	1.0
504	BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1098	0.6242958908819103	1.0
505	BP	GO:0010558	negative regulation of macromolecule biosynthetic process	1099	0.6243706608321347	1.0
506	BP	GO:0006928	movement of cell or subcellular component	1113	0.6254522246889664	1.0
507	CC	GO:0140513	nuclear protein-containing complex	1118	0.6258539938669758	1.0
508	CC	GO:0070013	intracellular organelle lumen	1119	0.6259353114088053	1.0
509	CC	GO:0043233	organelle lumen	1119	0.6259353114088053	1.0
510	CC	GO:0031974	membrane-enclosed lumen	1119	0.6259353114088053	1.0
511	BP	GO:0080134	regulation of response to stress	1126	0.6265134386050296	1.0
512	BP	GO:0031327	negative regulation of cellular biosynthetic process	1145	0.6281595571930941	1.0
513	MF	GO:0005524	ATP binding	1161	0.6296301190965368	1.0
514	BP	GO:0009890	negative regulation of biosynthetic process	1164	0.6299141788759237	1.0
515	BP	GO:0071705	nitrogen compound transport	1175	0.6309776972582601	1.0
516	BP	GO:0044271	cellular nitrogen compound biosynthetic process	1179	0.6313728650917403	1.0
517	BP	GO:0071310	cellular response to organic substance	1184	0.631873047621569	1.0
518	MF	GO:0140110	transcription regulator activity	1187	0.632176443356478	1.0
519	BP	GO:0042981	regulation of apoptotic process	1199	0.6334142693080482	1.0
520	BP	GO:0016070	RNA metabolic process	1200	0.6335191492153922	1.0
521	MF	GO:0032559	adenyl ribonucleotide binding	1204	0.6339412893688425	1.0
522	BP	GO:0045595	regulation of cell differentiation	1234	0.6372371132150438	1.0
523	BP	GO:0050790	regulation of catalytic activity	1429	0.6632406175448723	1.0
524	BP	GO:0008104	protein localization	1468	0.6691772612375124	1.0
525	BP	GO:0033036	macromolecule localization	1485	0.6718225614302132	1.0
526	BP	GO:0051641	cellular localization	1653	0.6993704795555282	1.0
527	MF	GO:0016787	hydrolase activity	1689	0.7055072220627809	1.0
528	BP	GO:0010033	response to organic substance	1848	0.7059533902462896	1.0
529	MF	GO:0043168	anion binding	1875	0.7061068026270638	1.0
530	BP	GO:0006464	cellular protein modification process	1891	0.7062664434727031	1.0
531	BP	GO:0036211	protein modification process	1910	0.7065211454949626	1.0
532	BP	GO:0048584	positive regulation of response to stimulus	1735	0.7069677444906365	1.0
533	CC	GO:0043230	extracellular organelle	1729	0.7070994796775648	1.0
534	CC	GO:0065010	extracellular membrane-bounded organelle	1729	0.7070994796775648	1.0
535	CC	GO:1903561	extracellular vesicle	1728	0.7071222233489503	1.0
536	MF	GO:0019899	enzyme binding	1721	0.7072877534709616	1.0
537	MF	GO:0036094	small molecule binding	1953	0.7073520247648883	1.0
538	CC	GO:0070062	extracellular exosome	1712	0.7075169088455595	1.0
539	BP	GO:0043412	macromolecule modification	2067	0.7111606668184431	1.0
540	MF	GO:0005515	protein binding	9618	0.7253879195159094	1.0
541	BP	GO:0010604	positive regulation of macromolecule metabolic process	2654	0.7455295288244643	1.0
542	BP	GO:0023051	regulation of signaling	2639	0.7457403540370742	1.0
543	BP	GO:0010646	regulation of cell communication	2631	0.7458655022136802	1.0
544	BP	GO:0009893	positive regulation of metabolic process	2905	0.7464263400821072	1.0
545	CC	GO:0031982	vesicle	2588	0.7466908493479981	1.0
546	BP	GO:0007165	signal transduction	3626	0.765826313031531	1.0
547	BP	GO:0048523	negative regulation of cellular process	3544	0.7665183802560398	1.0
548	BP	GO:0065008	regulation of biological quality	2660	1.0	1.0
549	BP	GO:0048878	chemical homeostasis	873	1.0	1.0
550	BP	GO:0032268	regulation of cellular protein metabolic process	1744	1.0	1.0
